customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_to_tenure_ratio,TotalCharges_to_tenure_ratio
5948-UJZLF,2,0,0,1,49.25,97.0,1,0.04060913705583756,0.020618556701030927
7760-OYPDY,2,0,0,0,80.65,144.15,0,0.02479851208927464,0.013874436351023239
7639-LIAYI,52,0,2,3,79.75,4217.8,1,0.6520376175548589,0.012328702167006496
2954-PIBKO,69,0,2,3,64.15,4254.1,1,1.0756040530007793,0.016219646928845113
8012-SOUDQ,43,0,0,0,90.25,3838.75,1,0.47645429362880887,0.011201563008791925
9420-LOJKX,15,0,0,3,99.1,1426.4,0,0.1513622603430878,0.010515984296130118
6575-SUVOI,25,0,0,3,69.5,1752.65,1,0.3597122302158273,0.014264114341140558
7495-OOKFY,8,0,0,3,80.65,633.3,0,0.09919404835709857,0.012632243802305385
4667-QONEA,60,0,1,3,74.85,4456.35,1,0.8016032064128257,0.013463933488168567
1658-BYGOY,18,0,0,0,95.45,1752.55,0,0.18858040859088526,0.01027074833813586
8769-KKTPH,63,0,1,3,99.65,6311.2,1,0.6322127446061214,0.009982253771073648
5067-XJQFU,66,0,1,0,108.45,7076.35,1,0.6085753803596127,0.009326842227984765
3957-SQXML,34,0,2,3,24.95,894.3,1,1.3627254509018036,0.03801856200380186
5954-BDFSG,72,0,2,3,107.5,7853.7,1,0.6697674418604651,0.00916765346269911
0434-CSFON,47,0,0,0,100.5,4707.1,1,0.46766169154228854,0.009984916402880753
1215-FIGMP,60,0,0,2,89.9,5450.7,1,0.6674082313681868,0.011007760471132149
0526-SXDJP,72,1,2,2,42.1,2962.0,1,1.7102137767220902,0.024307900067521943
0557-ASKVU,18,0,1,3,54.4,957.1,1,0.33088235294117646,0.018806812245324416
5698-BQJOH,9,0,0,0,94.4,857.25,0,0.09533898305084745,0.010498687664041995
5122-CYFXA,3,0,0,0,75.3,244.1,1,0.0398406374501992,0.012290045063498567
8627-ZYGSZ,47,0,1,0,78.9,3650.35,1,0.5956907477820025,0.012875477693919762
3410-YOQBQ,31,0,2,1,79.2,2497.2,1,0.3914141414141414,0.012413903572000642
3170-NMYVV,50,0,2,2,20.15,930.9,1,2.481389578163772,0.05371146202599635
7410-OIEDU,10,0,0,1,79.85,887.35,1,0.12523481527864747,0.011269510339775737
2273-QCKXA,1,0,0,1,49.05,49.05,1,0.020387359836901122,0.020387359836901122
0731-EBJQB,52,0,1,0,20.4,1090.65,1,2.5490196078431375,0.04767799018933663
1891-QRQSA,64,0,2,2,111.6,7099.0,1,0.5734767025089607,0.009015354275250036
8028-PNXHQ,62,0,2,2,24.25,1424.6,1,2.556701030927835,0.04352098834760635
5630-AHZIL,3,0,0,2,64.5,177.4,1,0.046511627906976744,0.016910935738444193
2673-CXQEU,56,0,1,0,110.5,6139.5,1,0.5067873303167421,0.009121263946575454
6416-JNVRK,46,0,1,3,55.65,2688.85,1,0.8265947888589398,0.017107685441731597
5590-ZSKRV,8,0,0,1,54.65,482.25,1,0.1463860933211345,0.01658890616899948
0191-ZHSKZ,30,0,0,0,74.75,2111.3,1,0.4013377926421405,0.01420925496139819
3887-PBQAO,45,0,1,3,25.9,1216.6,1,1.7374517374517375,0.03698832812756864
5919-TMRGD,1,0,0,0,79.35,79.35,0,0.012602394454946441,0.012602394454946441
8108-UXRQN,11,1,0,0,50.55,565.35,1,0.2176063303659743,0.01945697355620412
9191-MYQKX,7,0,0,2,75.15,496.9,0,0.09314703925482368,0.01408734151740793
9919-YLNNG,42,0,0,2,103.8,4327.5,1,0.4046242774566474,0.009705372616984401
0318-ZOPWS,49,0,2,2,20.15,973.35,1,2.4317617866004966,0.05034160373966199
4445-ZJNMU,9,0,0,3,99.3,918.75,1,0.0906344410876133,0.009795918367346938
4808-YNLEU,35,0,1,2,62.15,2215.45,1,0.5631536604987932,0.015798144846419466
1862-QRWPE,48,0,2,2,20.65,1057.0,1,2.3244552058111383,0.04541154210028382
2796-NNUFI,46,0,2,1,19.95,927.1,1,2.305764411027569,0.049617085535540936
3016-KSVCP,29,1,0,1,33.75,1009.25,1,0.8592592592592593,0.028734208570720832
4767-HZZHQ,30,0,0,2,82.05,2570.2,1,0.3656307129798903,0.011672243405182477
2424-WVHPL,1,0,0,0,74.7,74.7,1,0.013386880856760375,0.013386880856760375
7233-PAHHL,66,0,2,1,84.0,5714.25,1,0.7857142857142857,0.011550072187951175
6067-NGCEU,65,0,0,3,111.05,7107.0,1,0.585321927059883,0.009145912480652878
9848-JQJTX,72,0,2,2,100.9,7459.05,1,0.7135777998017839,0.009652703762543487
8637-XJIVR,12,0,0,0,78.95,927.35,0,0.1519949335022166,0.012940098129077478
9803-FTJCG,71,0,1,3,66.85,4748.7,1,1.0620792819745701,0.014951460399688336
0278-YXOOG,5,0,0,1,21.05,113.85,0,0.2375296912114014,0.04391743522178305
3212-KXOCR,52,0,2,2,21.0,1107.2,1,2.4761904761904763,0.04696531791907514
4598-XLKNJ,25,0,0,0,98.5,2514.5,0,0.25380710659898476,0.00994233446013124
6380-ARCEH,1,0,0,1,20.2,20.2,1,0.04950495049504951,0.04950495049504951
3679-XASPY,1,0,0,0,19.45,19.45,1,0.05141388174807198,0.05141388174807198
7123-WQUHX,38,0,1,2,95.0,3605.6,1,0.4,0.01053916130463723
5386-THSLQ,66,1,1,2,45.55,3027.25,1,1.4489571899012075,0.021801965480221324
3192-NQECA,68,0,2,2,110.0,7611.85,0,0.6181818181818182,0.008933439308446698
6180-YBIQI,5,1,0,1,24.3,100.2,1,0.205761316872428,0.0499001996007984
6728-DKUCO,72,0,1,0,104.15,7303.05,1,0.6913106096975515,0.009858894571446177
9750-BOOHV,32,1,1,1,30.15,927.65,1,1.0613598673300166,0.034495768878348515
8597-CWYHH,43,0,1,1,94.35,3921.3,1,0.4557498675145734,0.010965751153954045
2848-YXSMW,72,0,2,3,19.4,1363.25,1,3.711340206185567,0.052814964239867965
0486-HECZI,55,0,0,0,96.75,5238.9,0,0.5684754521963824,0.010498387065987136
4549-ZDQYY,52,0,1,3,57.95,3042.25,1,0.89732528041415,0.01709261237570877
5712-AHQNN,43,0,0,0,91.65,3954.1,1,0.46917621385706487,0.010874788194532258
4846-WHAFZ,37,0,0,0,76.5,2868.15,0,0.48366013071895425,0.012900301588131722
5256-SKJGO,64,1,2,0,54.6,3423.5,1,1.1721611721611722,0.01869431867971374
3071-VBYPO,3,0,0,0,89.85,248.4,1,0.033388981636060105,0.012077294685990338
9560-BBZXK,36,1,2,2,31.05,1126.35,1,1.1594202898550725,0.03196164602477028
5299-RULOA,10,0,0,0,100.25,1064.65,0,0.09975062344139651,0.009392758183440566
8402-OOOHJ,41,0,2,1,20.65,835.15,1,1.9854721549636805,0.049092977309465366
9445-ZUEQE,27,0,0,3,85.2,2151.6,1,0.3169014084507042,0.012548800892359175
1091-SOZGA,56,0,1,3,99.8,5515.45,1,0.561122244488978,0.010153296648505563
2928-HLDBA,6,0,0,1,20.7,112.75,1,0.2898550724637681,0.05321507760532151
0404-SWRVG,3,0,0,0,74.4,229.55,0,0.04032258064516129,0.01306904813766064
6497-TILVL,7,0,0,1,50.7,350.35,1,0.1380670611439842,0.01998001998001998
7219-TLZHO,4,0,0,1,20.85,62.9,1,0.19184652278177458,0.06359300476947535
4622-YNKIJ,33,0,2,0,88.95,3027.65,1,0.37099494097807756,0.01089954254950209
4412-YLTKF,27,0,0,0,78.05,2135.5,0,0.3459320948110186,0.01264340903769609
6734-PSBAW,72,0,2,2,23.55,1723.95,1,3.057324840764331,0.041764552336204644
3930-ZGWVE,1,0,0,1,19.75,19.75,1,0.05063291139240506,0.05063291139240506
2639-UGMAZ,71,1,1,0,56.45,3985.35,1,1.2577502214348981,0.01781524834707115
2876-GZYZC,13,0,0,0,85.95,1215.65,1,0.15125072716695753,0.010693867478303786
6207-WIOLX,25,1,0,3,58.6,1502.65,0,0.4266211604095563,0.016637274149003425
8587-XYZSF,67,0,2,2,50.55,3260.1,1,1.32542037586548,0.02055151682463728
3091-FYHKI,1,1,0,0,35.45,35.45,0,0.028208744710860365,0.028208744710860365
2372-HWUHI,2,0,0,0,44.35,81.25,0,0.04509582863585118,0.024615384615384615
7799-LGRDP,43,0,2,3,25.7,1188.2,1,1.6731517509727627,0.036189193738427876
7850-VWJUU,23,0,0,2,75.0,1778.5,1,0.30666666666666664,0.012932246274950801
3774-VBNXY,64,0,2,1,20.2,1277.75,1,3.1683168316831685,0.050088045392291135
6217-KDYWC,57,0,2,1,19.6,1170.55,1,2.9081632653061225,0.048695057878774935
0390-DCFDQ,1,0,0,1,70.45,70.45,0,0.014194464158977998,0.014194464158977998
3146-MSEGF,72,0,2,3,88.05,6425.65,1,0.8177172061328791,0.011205092091850631
4080-OGPJL,8,0,0,0,71.15,563.65,0,0.11243851018973998,0.014193205003104763
1095-WGNGG,61,0,2,2,101.05,5971.25,1,0.6036615536862939,0.010215616495708603
2636-SJDOU,64,0,1,3,84.3,5289.05,1,0.7591933570581257,0.012100471729327572
1131-QQZEB,71,0,2,2,23.95,1756.2,1,2.9645093945720253,0.040428197244049655
5716-EZXZN,65,0,2,3,99.05,6416.7,1,0.6562342251388188,0.01012981750744152
6837-BJYDQ,3,0,1,1,19.6,61.35,1,0.1530612244897959,0.04889975550122249
2135-RXIHG,1,0,0,0,45.65,45.65,0,0.02190580503833516,0.02190580503833516
6440-DKQGE,30,0,1,3,64.5,1929.95,1,0.46511627906976744,0.015544444156584366
3466-BYAVD,15,0,0,1,69.5,1071.4,1,0.2158273381294964,0.014000373343289154
3780-YVMFA,8,0,0,0,68.55,564.35,1,0.11670313639679067,0.014175600248073003
3874-EQOEP,7,0,0,1,95.0,655.5,0,0.07368421052631578,0.010678871090770405
1679-JRFBR,70,0,1,3,108.15,7930.55,1,0.6472491909385113,0.008826626148249491
9073-ZZIAY,62,0,2,0,86.1,5215.25,1,0.7200929152148665,0.011888212453861272
3077-RSNTJ,6,0,0,1,19.7,113.5,1,0.30456852791878175,0.05286343612334802
6551-GNYDG,14,0,0,2,80.9,1152.8,1,0.17305315203955499,0.012144344205412909
9167-APMXZ,22,0,0,2,84.15,1821.95,1,0.261437908496732,0.012074974615110184
2749-CTKAJ,22,0,1,1,20.15,419.9,1,1.0918114143920596,0.052393427006430106
6371-NZYEG,16,0,2,1,64.25,1024.0,1,0.2490272373540856,0.015625
7554-NEWDD,10,0,2,2,25.7,251.6,1,0.38910505836575876,0.0397456279809221
8992-VONJD,13,0,0,0,56.0,764.55,1,0.23214285714285715,0.017003466091164737
0867-MKZVY,20,0,0,0,82.4,1592.35,0,0.24271844660194172,0.01256005275222156
4482-EWFMI,2,0,0,0,69.7,135.2,1,0.028694404591104734,0.014792899408284025
4648-YPBTM,53,0,2,2,73.9,3958.25,1,0.7171853856562922,0.013389755573801553
2907-ILJBN,11,0,1,1,20.6,233.9,1,0.5339805825242718,0.0470286447199658
6345-FZOQH,69,0,2,1,19.9,1363.45,1,3.4673366834170856,0.05060691627855807
3376-BMGFE,4,0,0,2,70.9,273.0,0,0.05641748942172073,0.014652014652014652
5997-OPVFA,72,0,2,2,89.05,6254.45,1,0.8085345311622684,0.011511803595839762
3445-HXXGF,58,1,0,0,45.3,2651.2,0,1.2803532008830023,0.02187688593844297
1159-WFSGR,16,0,0,0,20.4,321.4,1,0.7843137254901962,0.04978220286247667
7654-YWJUF,43,0,1,2,84.25,3539.25,1,0.5103857566765578,0.01214946669492124
1875-QIVME,2,0,0,0,104.4,242.8,0,0.019157088122605363,0.008237232289950576
6727-IOTLZ,14,0,2,1,81.95,1181.75,1,0.1708358755338621,0.01184683731753755
0691-JVSYA,53,0,1,2,94.85,5000.2,0,0.558777016341592,0.010599576016959322
5918-VUKWP,32,0,1,2,20.55,654.55,1,1.557177615571776,0.04888854938507372
1744-JHKYS,34,0,0,0,24.7,780.2,1,1.376518218623482,0.04357856959753909
2656-FMOKZ,15,0,0,1,74.45,1145.7,0,0.20147750167897918,0.013092432573972244
2070-FNEXE,7,0,0,2,76.45,503.6,0,0.09156311314584696,0.013899920571882446
5947-SGKCL,15,0,0,2,105.35,1559.25,1,0.1423825344091125,0.00962000962000962
3712-PKXZA,61,0,1,3,20.55,1252.0,1,2.9683698296836982,0.048722044728434506
6317-YPKDH,1,1,0,2,29.95,29.95,0,0.0333889816360601,0.0333889816360601
6582-OIVSP,1,0,0,1,45.3,45.3,1,0.02207505518763797,0.02207505518763797
9367-WXLCH,8,0,0,2,84.5,662.65,0,0.09467455621301775,0.012072738247943863
5524-KHNJP,33,0,1,3,74.75,2453.3,1,0.4414715719063545,0.013451269718338564
1918-ZBFQJ,13,0,0,0,79.25,1111.65,0,0.1640378548895899,0.011694328250798362
1024-GUALD,1,1,0,0,24.8,24.8,0,0.04032258064516129,0.04032258064516129
4827-USJHP,20,0,0,1,51.8,1023.85,1,0.3861003861003861,0.019534111442105775
8167-GJLRN,3,1,0,0,30.4,82.15,1,0.09868421052631579,0.03651856360316494
0956-SYCWG,13,0,1,0,19.65,244.8,1,0.6615776081424937,0.05310457516339869
8017-UVSZU,40,0,0,3,56.6,2379.1,1,0.7067137809187279,0.016813080576688663
7100-FQPRV,43,0,1,3,71.9,3173.35,1,0.5980528511821974,0.013550349000267857
2472-OVKUP,6,0,0,0,91.0,531.0,0,0.06593406593406594,0.011299435028248588
2984-RGEYA,69,0,2,2,19.75,1375.4,1,3.4936708860759493,0.05016722408026755
9680-NIAUV,72,0,2,3,109.7,8129.3,1,0.6563354603463992,0.00885685114339488
2146-EGVDT,59,0,2,3,19.3,1192.7,1,3.0569948186528495,0.04946759453341158
2604-IJPDU,20,0,0,0,96.55,1901.65,1,0.20714655618850336,0.010517182446822496
9178-JHUVJ,24,0,2,2,24.1,587.4,1,0.9958506224066389,0.04085801838610827
6168-YBYNP,59,0,0,0,111.35,6519.75,1,0.5298607992815447,0.009049426741822922
7255-SSFBC,72,0,2,2,112.25,8041.65,1,0.6414253897550112,0.008953386431888978
3645-DEYGF,1,0,0,1,20.75,20.75,1,0.04819277108433735,0.04819277108433735
9323-HGFWY,27,0,1,3,101.9,2681.15,1,0.2649656526005888,0.010070305652425265
8544-GOQSH,14,0,0,3,80.05,1112.3,1,0.1748906933166771,0.012586532410320957
3363-DTIVD,71,0,2,0,105.55,7405.5,1,0.6726669824727617,0.009587468773209101
7018-WBJNK,13,0,0,3,78.3,1033.95,1,0.16602809706257982,0.012573141834711542
9142-KZXOP,44,0,0,3,68.85,2958.95,1,0.6390704429920117,0.014870139745517836
7674-YTAFD,33,0,1,2,79.95,2684.85,1,0.41275797373358347,0.01229118945192469
6348-SNFUS,72,1,2,3,55.45,4179.2,1,1.2984670874661857,0.017228177641653904
1285-OKIPP,1,0,0,0,79.9,79.9,0,0.012515644555694618,0.012515644555694618
7825-ECJRF,19,0,0,0,106.6,1934.45,0,0.17823639774859287,0.009821913205303833
1347-KTTTA,64,0,1,3,102.45,6654.1,1,0.6246949731576379,0.009618130175380591
7841-TZDMQ,2,0,0,3,46.0,84.5,0,0.043478260869565216,0.023668639053254437
4195-NZGTA,1,1,0,0,25.25,25.25,1,0.039603960396039604,0.039603960396039604
7157-SMCFK,61,0,2,1,19.75,1124.2,1,3.088607594936709,0.05426080768546522
4709-LKHYG,29,0,1,0,20.0,540.05,1,1.45,0.05369873159892603
2504-DSHIH,23,0,0,0,86.8,1975.85,1,0.26497695852534564,0.011640559759091024
0699-NDKJM,57,1,0,2,58.75,3437.45,1,0.9702127659574468,0.0165820593754091
9286-BHDQG,72,1,2,3,45.25,3139.8,1,1.591160220994475,0.022931396904261415
0230-WEQUW,66,1,2,2,56.6,3789.2,1,1.1660777385159011,0.017417924627889794
2040-LDIWQ,65,0,2,2,84.2,5324.5,1,0.7719714964370546,0.01220771903465114
6496-JDSSB,8,0,0,2,80.0,624.6,1,0.1,0.012808197246237591
9408-SSNVZ,4,0,0,0,70.15,268.35,0,0.05702066999287241,0.014905906465436929
4443-EMBNA,71,0,2,2,24.75,1836.9,1,2.8686868686868685,0.03865207686863738
6469-MRVET,1,0,1,0,20.2,20.2,1,0.04950495049504951,0.04950495049504951
0742-MOABM,4,0,0,1,50.05,179.35,0,0.07992007992007992,0.02230275996654586
5961-VUSRV,12,0,1,2,19.35,219.35,1,0.6201550387596899,0.054707089126966035
6778-JFCMK,24,1,1,1,50.6,1288.75,1,0.4743083003952569,0.01862269641125121
6341-JVQGF,31,0,1,1,81.15,2545.75,1,0.38200862600123225,0.012177158008445448
2232-DMLXU,1,0,0,1,55.2,55.2,0,0.018115942028985508,0.018115942028985508
4811-JBUVU,30,0,0,3,89.9,2723.15,1,0.3337041156840934,0.011016653507886087
0945-TSONX,47,0,2,3,85.3,4107.25,1,0.5509964830011723,0.011443179743137136
2651-ZCBXV,54,0,2,3,108.0,5760.65,1,0.5,0.009373942176664093
3316-UWXUY,50,0,0,3,93.5,4747.5,1,0.5347593582887701,0.010531858873091101
8937-RDTHP,1,0,0,1,84.6,84.6,0,0.011820330969267141,0.011820330969267141
7083-MIOPC,72,0,2,3,20.25,1566.9,1,3.5555555555555554,0.04595060310166571
1984-GPTEH,29,0,0,0,25.15,702.0,1,1.1530815109343937,0.04131054131054131
1251-KRREG,2,0,0,1,54.4,114.1,0,0.03676470588235294,0.017528483786152498
0621-JFHOL,10,1,2,1,29.6,299.05,1,0.33783783783783783,0.03343922420999833
9903-LYSAB,18,0,0,0,73.15,1305.95,1,0.24606971975393027,0.013783069795933994
0094-OIFMO,11,0,0,0,95.0,1120.3,0,0.11578947368421053,0.0098187985361064
9227-UAQFT,16,0,2,1,19.75,284.35,1,0.810126582278481,0.05626868296113944
7301-ABVAD,72,0,2,2,86.6,6350.5,1,0.8314087759815243,0.011337689945673569
6614-FHDBO,72,0,2,2,109.2,7878.3,1,0.6593406593406593,0.009139027455161647
7576-ASEJU,41,0,1,3,74.7,3187.65,1,0.5488621151271753,0.012862139820871175
9058-HRZSV,65,0,0,0,94.4,6126.15,1,0.6885593220338982,0.010610252768867887
4522-AKYLR,13,0,0,0,54.8,731.3,1,0.2372262773722628,0.017776562286339396
0221-WMXNQ,4,0,0,0,75.35,273.4,1,0.05308560053085601,0.01463057790782736
0303-UNCIP,41,0,1,1,65.0,2531.8,1,0.6307692307692307,0.01619401216525792
9947-OTFQU,15,0,0,0,74.4,1074.3,0,0.20161290322580644,0.013962580284836639
0322-YINQP,1,0,0,1,48.55,48.55,0,0.02059732234809475,0.02059732234809475
0959-WHOKV,42,0,1,0,99.0,4298.45,1,0.42424242424242425,0.009770963952122277
4075-JFPGR,51,0,1,0,93.5,4619.55,1,0.5454545454545454,0.01104003636717862
4629-NRXKX,2,0,0,0,70.4,147.15,0,0.028409090909090908,0.013591573224600747
9514-JDSKI,1,1,0,0,40.2,40.2,0,0.02487562189054726,0.02487562189054726
3282-ZISZV,32,0,1,3,83.7,2633.3,1,0.38231780167264034,0.01215205255762731
3675-YDUPJ,10,0,0,1,19.85,193.05,1,0.5037783375314862,0.051800051800051795
4111-BNXIF,67,1,2,0,59.55,4103.9,1,1.125104953820319,0.016325933867784304
7017-VFHAY,61,0,2,3,115.1,7008.15,1,0.5299739357080799,0.008704151594928763
6655-LHBYW,50,0,1,3,114.35,5791.1,1,0.4372540445999126,0.00863393828460914
4959-JOSRX,2,0,0,3,44.6,80.55,0,0.04484304932735426,0.024829298572315334
5046-NUHWD,29,1,0,0,45.0,1228.65,1,0.6444444444444445,0.023603141659545027
7273-TEFQD,3,1,0,0,41.15,132.2,0,0.07290400972053464,0.022692889561270805
3606-TWKGI,13,0,0,0,106.9,1364.3,0,0.12160898035547239,0.009528696034596497
7529-ZDFXI,57,0,0,0,89.85,4925.35,1,0.6343906510851419,0.011572781629731896
7605-BDWDC,31,1,2,2,49.85,1520.1,1,0.6218655967903711,0.020393395171370305
1950-KSVVJ,45,0,1,1,113.3,5032.25,1,0.3971756398940865,0.00894232202295196
0123-CRBRT,61,0,2,1,88.1,5526.75,1,0.6923950056753689,0.011037228027321664
6292-TOSSS,50,0,2,2,24.9,1195.25,1,2.0080321285140563,0.04183225266680611
3197-ARFOY,19,0,0,1,105.0,2007.25,1,0.18095238095238095,0.009465686885041723
6323-AYBRX,59,0,2,1,19.35,1099.6,0,3.049095607235142,0.053655874863586764
7014-ZZXAW,71,0,2,3,24.25,1732.95,1,2.9278350515463916,0.040970599267145615
4385-GZQXV,16,0,0,0,94.45,1511.2,0,0.16940179989412388,0.010587612493382742
7633-MVPUY,57,0,2,0,59.75,3450.15,1,0.9539748953974896,0.016521020825181514
6366-ZGQGL,1,1,0,2,24.8,24.8,0,0.04032258064516129,0.04032258064516129
4716-HHKQH,20,0,0,0,107.05,2172.05,1,0.18682858477347034,0.009207891162726457
5940-AHUHD,1,0,0,1,70.6,70.6,0,0.0141643059490085,0.0141643059490085
6432-TWQLB,5,0,0,0,85.4,401.1,0,0.058548009367681494,0.012465719272001994
4484-GLZOU,52,0,0,0,105.05,5624.85,0,0.49500237981913375,0.009244690969536964
3179-GBRWV,21,0,0,2,64.95,1339.8,1,0.3233256351039261,0.015673981191222573
8645-KWHJO,14,1,0,0,55.0,771.95,1,0.2545454545454545,0.018135889630157394
4130-MZLCC,5,0,0,2,50.55,244.75,1,0.09891196834817013,0.020429009193054137
0314-TKOSI,6,0,0,1,55.15,322.9,1,0.10879419764279238,0.01858160421183029
8229-MYEJZ,10,0,0,0,51.2,498.25,1,0.1953125,0.02007024586051179
2080-SRCDE,1,0,0,1,25.4,25.4,1,0.03937007874015748,0.03937007874015748
9577-WJVCQ,68,0,0,1,54.45,3687.75,1,1.248852157943067,0.01843942783540099
9512-UIBFX,18,0,0,1,95.15,1779.95,0,0.18917498686284812,0.010112643613584651
6202-DYYFX,22,0,1,3,76.0,1783.6,1,0.2894736842105263,0.012334604171338866
3808-HFKDE,20,0,0,0,44.35,927.15,1,0.4509582863585118,0.021571482500134822
5583-SXDAG,1,0,0,0,70.0,70.0,0,0.014285714285714285,0.014285714285714285
3488-PGMQJ,8,0,0,0,74.5,606.55,0,0.10738255033557047,0.01318934960019784
3580-REOAC,10,0,0,3,44.85,435.4,0,0.2229654403567447,0.02296738631143776
7534-BFESC,24,0,0,0,76.1,1712.7,0,0.31537450722733246,0.014012961989840603
3727-OWVYD,35,0,1,1,61.2,2021.2,1,0.5718954248366013,0.017316445675836137
2294-SALNE,23,0,1,1,86.8,1940.8,1,0.26497695852534564,0.01185078318219291
4847-TAJYI,6,0,0,0,89.35,567.8,1,0.06715165081141579,0.01056710109193378
1563-IWQEX,12,0,0,1,19.7,220.35,1,0.6091370558375635,0.05445881552076243
8203-XJZRC,1,0,0,1,20.25,20.25,1,0.04938271604938271,0.04938271604938271
6556-DBKZF,71,0,2,0,76.05,5436.45,1,0.9335963182117029,0.013059993194088054
6851-WEFYX,35,0,0,0,100.8,3437.5,1,0.3472222222222222,0.010181818181818183
2985-JUUBZ,40,0,0,0,74.55,3015.75,1,0.5365526492287056,0.013263698914034651
6390-DSAZX,1,0,0,1,73.6,73.6,0,0.013586956521739132,0.013586956521739132
0895-LMRSF,23,0,1,2,64.9,1509.8,1,0.35439137134052384,0.015233805802092992
8098-LLAZX,4,0,0,0,95.45,396.1,0,0.041906757464641176,0.01009845998485231
8266-VBFQL,4,0,0,0,90.4,356.65,1,0.04424778761061947,0.011215477358755083
